,Unnamed: 0,disney plus_flatrate,adult,original_language,amazon prime video_flatrate,genre_ids,google play movies_rent,original_title,netflix_flatrate,kr_theater_note,release_date,popularity,id,overview,vote_average,wavve_buy,google play movies_buy,title,wavve_flatrate,poster_path,wavve_rent,kr_digital_date,netflix standard with ads_flatrate,tving_flatrate,backdrop_path,watcha_flatrate,softcore,video,kr_digital_note,kr_theater_date,vote_count,apple tv_flatrate,filmbox+_flatrate,crunchyroll_flatrate,sun nxt_flatrate,mubi_flatrate,movieme_rent,global_theater_date,global_digital_date
3003,3003,0.0,False,fr,0.0,18,1.0,À plein temps,0.0,,2022-08-18,0.8845,833417,"파리 교외에서 홀로 두 아이를 기르는 쥘리는 파리 시내의 호텔 룸메이드로 일하며 장거리 출퇴근을 하고 있다. 그녀는 직장 상사 몰래 원하는 직장에 면접을 보게 되고 새로운 삶이 열릴 거라 기대한다. 그런데 전국적인 교통 파업이 발생하여 대중교통 시스템이 마비되자 자신의 직장도, 새롭게 얻으려는 직장도, 자신의 가정도, 아슬아슬하게 부여잡고 있던 일상의 모든 것이 엉망이 될 위기에 처한다. 오늘도 지각 위기에 놓여 절박한 표정으로 파리 시내를 전력 질주하는 쥘리.",7.041,0.0,1.0,풀타임,0.0,/o9NyjwLA0JtlJj9eb97LXtkLjBM.jpg,0.0,2022-08-18,0.0,0.0,/gr2KgfjOfCA4lxCH7yk5bgPIMkp.jpg,1.0,False,False,,2022-08-18,326,0,0,0,0,0,0,2022-03-16,2022-07-16
3004,3004,0.0,False,en,0.0,10749|14|10770,0.0,A Biltmore Christmas,0.0,,2023-11-26,0.9191,1064137,,7.022,0.0,0.0,A Biltmore Christmas,0.0,/zwlauOMw8cqRrl8CFbJ0a4KG38i.jpg,0.0,,0.0,0.0,/vsXayVNvlshSJdMcXRmEiRrPpQg.jpg,0.0,False,False,,,69,0,0,0,0,0,0,,
3005,3005,0.0,False,pl,0.0,10749|35,0.0,Poskromienie złośnicy,1.0,Netflix,2022-04-13,0.8978,953233,실연 후 새 출발을 결심하며 고향으로 돌아온 과학자. 하지만 그녀의 오빠는 동생을 상대로 책략을 꾸미는데. 그가 세운 작전은 잘생긴 이방인을 고용해 동생이 땅을 팔도록 구슬리는 것이다.,5.417,0.0,0.0,말괄량이 길들이기,0.0,/31BUxJlZnNkkTDq8MwriI434ytq.jpg,0.0,2022-04-13,1.0,0.0,/15I9LAVZyx2PZjzfar9NxWcQo5b.jpg,0.0,False,False,Netflix,2022-04-13,120,0,0,0,0,0,0,,2022-04-13
3006,3006,0.0,False,en,0.0,27|878|53,0.0,God of Pain,0.0,,2024-08-20,0.8965,1201734,,6.673,0.0,0.0,God of Pain,0.0,/dF0FAFCfILaor5RBqdNHq24OaIn.jpg,0.0,,0.0,0.0,/kXPCUNo7ALN0S03AbmTY9Ln6Fbc.jpg,0.0,False,False,,,84,0,0,0,0,0,0,2024-08-20,2024-08-20
3007,3007,0.0,False,fr,0.0,18|53,0.0,Dis-moi juste que tu m'aimes,0.0,,2025-02-19,0.7095,1193115,,5.8,0.0,0.0,Dis-moi juste que tu m'aimes,0.0,/7KM3XEP62AzQqM506SBkZmNSOt.jpg,0.0,,0.0,0.0,/ch2fz27m2R0qj8P3Kv992mhjNzh.jpg,0.0,False,False,,,50,0,0,0,0,0,0,2025-02-19,2025-11-19
3008,3008,0.0,False,fr,0.0,18|10749|35,0.0,Chien de la casse,0.0,Jeonju International Film Festival,2024-05-05,0.9179,957608,"프랑스 남부의 작은 마을에서 늘 함께 시간을 보내던 단짝 친구 도그와 미랄레스. 하지만 새로 이사 온 엘사와 도그가 가까워지면서 둘 사이에 미묘한 변화가 생긴다. 미랄레스는 질투와 혼란 속에서 예전처럼 도그를 대할 수 없게 되고, 두 친구의 관계는 서서히 흔들리기 시작한다.",6.895,0.0,0.0,쓰레기장의 개,0.0,/5IRx2sRjbwI1QNv3fafjUBRPgKR.jpg,0.0,,0.0,0.0,/cZo3IX1j2ABMzBUpobjWEtNuyVa.jpg,0.0,False,False,,2024-05-05,390,0,0,0,0,0,0,2023-04-19,2024-01-19
3009,3009,0.0,False,en,0.0,99,0.0,What Is a Woman?,0.0,,2022-06-01,1.002,957258,,6.86,0.0,0.0,What Is a Woman?,0.0,/iiP8Sq7yWoYsKx9EVfyRPno8Un9.jpg,0.0,,0.0,0.0,/e0IYoMXz6kErwYOemIO4akyFxLN.jpg,0.0,False,False,,,260,0,0,0,0,0,0,,2022-06-01
3010,3010,0.0,False,en,0.0,27|53,0.0,Beezel,0.0,,2024-09-20,0.826,1291594,60년이 넘는 격동의 세월 동안 저주받은 뉴잉글랜드의 한 집에 우연히 머물던 세 명의 손님이 바닥 아래에 있는 불길한 비밀 주거지를 우연히 발견합니다. 그 주거지는 살아있는 자의 영혼에 대한 끝없는 갈증을 가진 영원한 마녀입니다.,5.484,0.0,0.0,비젤,0.0,/a9gZxhG98LATZJGy1vWssyjVkk.jpg,0.0,,0.0,0.0,/1NIAoD8mWBfmqRpZiXVrxcAH873.jpg,0.0,False,False,,,63,0,0,0,0,0,0,2024-12-06,2024-09-24
3011,3011,0.0,False,fr,0.0,18|10749,0.0,Le Paradis,0.0,Seoul International Pride Film Festival,2023-11-04,0.6343,1000563,소년원에서 조는 사회 복귀를 준비하고 있다. 하지만 소년원에서 만난 윌리엄은 자유에 대한 조의 욕망을 다른 종류의 욕망으로 바꾸어 놓는다. 소년원이란 담장 뒤에서 조와 윌리엄은 혼란스러운 감정과 욕구에 혼란에 빠지기 시작하는데...,6.92,0.0,0.0,로스트 보이즈,0.0,/97sWWWBtdgoATYPXMTRko6629OI.jpg,0.0,,0.0,0.0,/ikKKneDr1eLh3OzAahjeru227nO.jpg,0.0,False,False,,2023-11-04,75,0,0,0,0,0,0,2023-05-03,2023-12-15
3012,3012,0.0,False,en,0.0,27,0.0,Don't Look at the Demon,0.0,,2022-09-29,0.8516,1022128,,6.816,0.0,0.0,Don't Look at the Demon,0.0,/wSfQ0JEjoeVeVCQR3bmMLl6xBHK.jpg,0.0,,0.0,0.0,/ou8DQx4F0JBrgYglAucYJyE6PZZ.jpg,0.0,False,False,,,87,0,0,0,0,0,0,2022-09-29,2023-02-06
3013,3013,0.0,False,fr,0.0,35|10749|18,0.0,Trois amies,0.0,Busan International Film Festival,2024-10-06,0.9012,1137245,"조안은 더 이상 빅터를 사랑하지 않지만, 거짓된 감정을 품고 있는 것이 괴롭다. 절친한 친구 알리스는 그녀를 위로하지만, 알리스 역시 남편 에릭과의 관계에서 고민하고 있다. 그러나 알리스는 에릭이 자신들과 가까운 사이인 레베카와 비밀스러운 관계를 맺고 있다는 사실을 알지 못한다. 조안이 빅터와의 이별을 결심한 순간, 그의 갑작스러운 실종이 세 친구의 삶을 뒤흔든다.",6.232,0.0,0.0,"알리스, 조안, 레베카의 사랑",0.0,/eEOUHNPUdEOpAT4js1eTaQqdrAi.jpg,0.0,,0.0,0.0,/nVMpA0JPnfeu6R9sf7sTDwhTh5L.jpg,0.0,False,False,,2024-10-06,136,0,0,0,0,0,0,2024-11-06,2025-08-19
3014,3014,0.0,False,fr,0.0,35|80|18,0.0,Cash,1.0,Netflix,2023-07-06,0.8771,1140056,"빈부의 균형추를 맞추고, 아무 보람 없는 일에서 이윤을 창출하기로 결심한 공장 노동자. 사장의 바로 턱 밑에서 명품 향수를 빼돌려 팔 계획을 세운다.",6.143,0.0,0.0,골드 브릭,0.0,/d0vk80S59pdH5S9B5XzocGiPUZL.jpg,0.0,2023-07-06,1.0,0.0,/zgsxJpxiVaGpUFXKr6zujPWQvou.jpg,0.0,False,False,Netflix,2023-07-06,280,0,0,0,0,0,0,,2023-07-06
3015,3015,0.0,False,fr,0.0,35,0.0,God Save the Tuche,0.0,,2025-02-05,0.9487,1137759,,5.1,0.0,0.0,God Save the Tuche,0.0,/ntBV03zpD63GHXlU5YM5inmzsRu.jpg,0.0,,0.0,0.0,/mTgUJFnwI7vGkKKif7DAj1YxQQJ.jpg,0.0,False,False,,,152,0,0,0,0,0,0,2025-02-05,2026-01-08
3016,3016,0.0,False,en,0.0,18|10749,0.0,A Love Song,0.0,Catholic Film Festival,2023-10-27,0.7699,913851,미국 서부 지역 한 캠핑장에서 그녀는 과거의 기억을 가슴에 안고 ‘그’와의 재회를 기다린다.,6.667,0.0,0.0,마지막 사랑의 노래,0.0,/qnAWBl1nQgNk3wvy0rcIWOiv9pU.jpg,0.0,,0.0,0.0,/j7ynqTmnEZuqNXc0WqKvL7YNOSp.jpg,0.0,False,False,,2023-10-27,51,0,0,0,0,0,0,2022-07-29,2022-07-29
3017,3017,0.0,False,es,0.0,35|18|10749,0.0,Los amantes astronautas,0.0,,2024-06-20,0.8924,1058128,,8.362,0.0,0.0,Los amantes astronautas,0.0,/yQ5iYpYjVNZXgslPTgIbrb62c5.jpg,0.0,,0.0,0.0,/9unmtNASKsj8OmPWQ2VQCcCWF00.jpg,0.0,False,False,,,65,0,0,0,0,0,0,2024-06-20,2025-03-18
3018,3018,0.0,False,en,0.0,27|53,0.0,15 Cameras,0.0,,2023-10-13,1.0038,1179558,,5.716,0.0,0.0,15 Cameras,0.0,/muQrASlFPg4Hx0BEDwXjUsBMSHM.jpg,0.0,,0.0,0.0,/yRqfdiRAEPcInhbXpogpYPDY1bp.jpg,0.0,False,False,,,51,0,0,0,0,0,0,,2023-10-13
3019,3019,0.0,False,en,1.0,35|10749,0.0,Five Blind Dates,0.0,,2024-02-12,1.2289,1231953,사랑을 찾는 것보다 자신의 사업에 관심이 더 많은 리아는 연애와 찻집의 성공이 밀접하게 관련돼 있다는 점쟁이의 말에 어쩔 수 없이 가족과 절친이 마련한 다섯 번의 소개팅에 나간다.,5.464,0.0,0.0,다섯 번의 소개팅,0.0,/nMFByoqAxTpiY7Irbvq4ugjjC0y.jpg,0.0,,0.0,0.0,/sDrYaCGIaTcXZvns04LjTtju0Vp.jpg,0.0,False,False,,,97,0,0,0,0,0,0,,2024-02-12
3020,3020,0.0,False,en,0.0,28|27|878,0.0,Dead Zone,0.0,,2022-07-29,0.9803,945840,,5.2,0.0,0.0,Dead Zone,0.0,/hN8w1ftoH7yyfwgE9VBdGRkipbZ.jpg,0.0,,0.0,0.0,/1tub1Xf81M0D9CcBOP5NSMAss3V.jpg,0.0,False,False,,,62,0,0,0,0,0,0,,2022-07-29
3021,3021,0.0,False,de,0.0,9648|53|18,0.0,Die Theorie von Allem,0.0,,2023-10-26,0.685,932801,,5.957,0.0,0.0,Die Theorie von Allem,0.0,/k7HRjuIEjDVX1vXnOzcqmLvVJpM.jpg,0.0,,0.0,0.0,/iB91s7jQ2cgEs2CO0khE4cD4XGW.jpg,0.0,False,False,,,58,0,0,0,0,0,0,2023-10-26,2024-09-27
3022,3022,0.0,False,en,0.0,28|80|18,0.0,Silverton Siege,1.0,Netflix,2022-04-27,0.918,951470,남아공 인종차별 정책에 저항해 파괴 공작을 감행하는 자유 투사 3인방. 작전에 실패한 그들이 은행에서 숨 막히는 인질극을 벌이게 된 까닭은 무엇일까. 실화에 바탕을 둔 이야기.,6.281,0.0,0.0,실버턴 포위 작전,0.0,/8YIL9lkff84HOwEy9WUA96yw22E.jpg,0.0,2022-04-27,1.0,0.0,/dc1UUrJi7eAyxsfQYdL3Xh5m2vu.jpg,0.0,False,False,Netflix,2022-04-27,153,0,0,0,0,0,0,,2022-04-27
3023,3023,0.0,False,en,0.0,878|53|27|18|9648,0.0,Arctic Void,0.0,,2022-01-14,0.826,919873,,5.027,0.0,0.0,Arctic Void,0.0,/tNsiUYvnPdzue9stFpqSAcXwuMe.jpg,0.0,,0.0,0.0,/ujL5e6S2PSkPE3FNSNrPGlB2haF.jpg,0.0,False,False,,,73,0,0,0,0,0,0,,2022-01-14
3024,3024,0.0,False,fr,0.0,18|53,0.0,Pacifiction - Tourment sur les îles,0.0,Busan International Film Festival,2022-10-09,0.7409,691214,프랑스령 폴리네시아의 타히티 섬에서는 프랑스의 핵 실험이 재개될 것이라는 소문이 흉흉하다. 이 곳의 프랑스 정부 관리인 드 롤러는 항상 흰색 옷을 입고 프랑스 군과 지역 정치인 사이를 오간다. 마을의 소년과 소녀들이 성매매를 하고 네온 불빛이 점멸하는 나이트 클럽의 숨 막히는 분위기 안에선 끊임없는 밀거래와 위협이 오가는데...,6.2,0.0,0.0,퍼시픽션,0.0,/oXkEO5QBW7EG24BjGm9LqIJ1rpt.jpg,0.0,2023-06-06,0.0,0.0,/ccE09Tf0W38uPV1GoQJKvopg0R0.jpg,0.0,False,False,Seoul International Eco Film Festival,2022-10-09,155,0,0,0,0,0,0,2022-09-09,2022-12-30
3025,3025,0.0,False,tr,0.0,35|18,0.0,Do Not Disturb,1.0,,2023-09-29,0.7319,985883,팬데믹으로 슬럼프를 겪은 중년 남자. 다시 한번 제대로 살아보고자 조용한 호텔에 새로이 취직도 했다. 그런데 이상한 손님들 덕분에 출근 첫날부터 우여곡절 가득한 모험이 펼쳐진다.,6.122,0.0,0.0,방해하지 마세요,0.0,/6QPluAwHWB8yj0PtNsuAFgARmsB.jpg,0.0,,1.0,0.0,/wY3iXVwRsLR13fvHO50AazoWMQ8.jpg,0.0,False,False,,,82,0,0,0,0,0,0,,2023-09-29
3026,3026,0.0,False,en,0.0,28|53|18,0.0,The Moderator,0.0,,2022-07-29,0.8178,877619,,4.42,0.0,0.0,The Moderator,0.0,/aB6aJkoFhYUmWEQaoxv67ZEgZOF.jpg,0.0,,0.0,0.0,/2EYZgQCo9MNty5Nc6swTgzFYJUs.jpg,0.0,False,False,,,50,0,0,0,0,0,0,2022-07-29,2022-07-29
3027,3027,0.0,False,en,0.0,27|878,0.0,The Loch Ness Horror,0.0,,2023-11-07,0.6199,981347,,5.4,0.0,0.0,The Loch Ness Horror,0.0,/fFdG5U2PzhRrHRpbbORQrcAMn8D.jpg,0.0,,0.0,0.0,/tg1cQrXw7G5kbapdAoqc0oHtYdN.jpg,0.0,False,False,,,54,0,0,0,0,0,0,,2023-11-07
3028,3028,0.0,False,ar,0.0,10749|35,0.0,شهر زي العسل,1.0,,2024-04-29,0.9605,1257750,신혼 부부는 신혼여행을 통해 서로가 완전히 다르다는 사실을 깨닫는다.  하지만 반대되는 것이 끌리나요?,6.7,0.0,0.0,허니문처럼,0.0,/oiKaiTNITetOy4OOxT6Zoh7trVV.jpg,0.0,,1.0,0.0,/vymiAnbaDBXkwHiDMqDqmTgp5Zj.jpg,0.0,False,False,,,85,0,0,0,0,0,0,2024-04-29,2024-04-29
3029,3029,0.0,False,en,0.0,27|53|28,1.0,The Retaliators,0.0,,2022-09-08,0.936,770684,정직하고 화목한 가족을 가진 존경 받는 성직자 비숍. 어느날 딸 레베카가 잔인하게 살해당한채 발견된다. 비숍은 신에게 구원을 얻지 못하자 신앙을 버리고 복수를 선택한다. 살인범을 뒤쫓던 그는 용서받지 못할 극악 무도한 살인자들이 무한의 고통을 즐기며 사로 잡혀있는 어둠의 세계를 발견하게 된다. 이제 악마마저 눈을 피할 피비린내 나는 복수가 시작된다,5.7,0.0,1.0,리탈리에이터: 악인전,0.0,/nxSCV8JCnvHQJz98KO3Nqqo98vZ.jpg,0.0,,0.0,0.0,/mM2U4ZfXlOXS3KmpGT1zf3OHMuZ.jpg,0.0,False,False,,,71,0,0,0,0,0,0,2022-09-08,2022-09-09
3030,3030,0.0,False,en,0.0,53|18,0.0,A Mistake,0.0,,2023-09-14,1.0645,1078959,저명한 외과의사인 ‘엘리자베스 테일러’가 병원으로 실려 온 패혈증 환자를 수술하다 사망하게 되면서 그간 이룬 명성과 삶이 무너지는 상황을 그린 극영화,6.2,0.0,0.0,미스테이크,0.0,/j6bpNu94Nah75ED2WQVxt2iOX.jpg,0.0,,0.0,0.0,/kgfGezhJ663gXnAZOg5PfAL8fFB.jpg,0.0,False,False,,,72,0,0,0,0,0,0,,
3031,3031,0.0,False,en,0.0,878|53|9648,0.0,Control,0.0,,2022-09-23,0.7776,986088,한 젊은 엄마가 신비한 감방에서 깨어나 그녀의 딸을 탈출시키고 구하기 위해 그녀의 텔레키네틱 능력을 이용하도록 강요당합니다.,5.379,0.0,0.0,컨트롤,0.0,/oxi29Eg7JymhqV5QkSrMviUb3e9.jpg,0.0,,0.0,0.0,/mkAIX4Jzax9mNWMafZfUjNmanbA.jpg,0.0,False,False,,,58,0,0,0,0,0,0,2022-10-26,2022-09-26
3032,3032,0.0,False,fr,0.0,35|14|9648,1.0,Incroyable mais vrai,0.0,,2023-06-21,0.7619,735697,"쿠엔틴 듀피유의 기발한 상상은 멈추지 않는다. 이사 온 집 지하에 마법의 터널이 있다면 어떻게 반응할까? 마을을 ’로우키‘라 일컫는 데서 보듯 그의 영화로선 드물게 울적한 코미디다. 게다가 웬디 카를로스보다 바흐를 더 흐물거리게 편곡한 존 산토의 신디사이저가 정신을 몽롱하게 한다. 표면적으로는, 집과 직장 상사의 비밀을 빌려 인간의 헛된 욕망과 시간의 패러독스를 말하는 영화다. 단, 듀피유는 언제나 예술에 관한 정의를 숨겨둔다. 예를 들어, 현실을 벗어나 극장에서 시간을 보내고 나왔을 때 영화가 형편없으면 삶에서 그 시간을 잃어버린 것인가. 반대로 시간을 보상받으려면 좋은 예술이 선행되어야만 하는가. 창작자와 수용자의 관계에 대한 흥미로운 상상을 제공하는 영화다. 독특한 리듬과 주제의 묘미를 동시에 전하는 편집이 압권이다. (부산영화제)",6.025,0.0,1.0,"믿거나 말거나, 진짜야",0.0,/najXz8Vu7Z4lphFITBLzECOZ2eE.jpg,0.0,,0.0,0.0,/1bBq4sVRqqdVIlg1rTF76rgOYU0.jpg,0.0,False,False,,2023-06-21,433,0,0,0,0,0,0,2022-06-15,2022-10-14
3033,3033,0.0,False,en,0.0,27|878,1.0,Year 10,0.0,,2024-07-22,0.9037,1320330,"인류가 스스로 자멸하며 문명이 무너진 지 10년이 지난 지금, 얼마 남지 않은 인류의 생존자들은 집단을 이루며 영역다툼을 하고 다른 집단의 인간들을 사냥하여 생명을 연명하고 있다. 어느날 식인부족의 습격으로 가족을 잃고 친구와 간신히 살아남은 제이크는 그녀를 살리기 위한 약을 되찾아야 한다. 살아남기 위해 악랄한 들개 무리, 식인 무리들과 홀로 처절한 대결을 벌여야 한다",5.727,1.0,1.0,더 로드: 이어 10,0.0,/vDMzeLrhOj5HKOlF5JFOfmcffPd.jpg,1.0,2024-07-22,0.0,0.0,/kAyNuFjRk1B7HyYwRTPWeDKAc1v.jpg,1.0,False,False,,2024-07-22,75,0,0,0,0,0,0,,2024-07-22
3034,3034,0.0,False,zh,0.0,10749|18,0.0,Black Tea,0.0,,2024-02-28,0.8171,662402,,6.1,0.0,0.0,블랙 티,0.0,/wcPkmO4T3VioO0SjDFiVttaDp2u.jpg,0.0,,0.0,0.0,/dxVZtkOPNcgs0RgYL6QRw6dMJxk.jpg,0.0,False,False,,,52,0,0,0,0,0,0,2024-02-28,2024-05-30
3035,3035,0.0,False,en,0.0,53|18,1.0,The Lesson,0.0,,2023-09-27,0.9809,977770,야망이 넘치는 젊은 작가 리엄은 동경하는 유명 작가 싱클레어의 아들 버티의 가정교사 제안을 받는다. 싱클레어 가족들과 가까워지려고 노력하던 리엄은 가정에 숨겨진 비밀과 어두운 진실을 알게 된다.,5.7,1.0,1.0,더 레슨,0.0,/o4VDbFrzujtEBmCB8UVm4kfayMN.jpg,1.0,2023-09-27,0.0,0.0,/fgIjuWPLUVKEPg4qHUH2FznbGqq.jpg,0.0,False,False,,2023-09-27,83,0,0,0,0,0,0,2023-07-07,2023-09-27
3036,3036,0.0,False,es,0.0,18,0.0,Las niñas de cristal,1.0,Netflix,2022-04-08,0.7278,800407,주연을 맡게 된 부담감에 짓눌린 발레리나와 그녀와 친구가 된 새로운 단원. 두 사람은 현실 세계에서 점점 멀어져 둘만의 고립된 우정 속으로 빠져든다.,6.1,0.0,0.0,댄싱 온 글래스,0.0,/fvHQa7966k6Po7mr3ZzSOKfvbGm.jpg,0.0,2022-04-08,1.0,0.0,/iCltUggpq3F8AAJT4zxJY7OVYFl.jpg,0.0,False,False,Netflix,2022-04-08,76,0,0,0,0,0,0,,2022-04-08
3037,3037,0.0,False,en,0.0,16|35|10402,0.0,When Billie Met Lisa,0.0,,2022-04-22,0.8385,962659,색소폰을 연습할 조용한 공간을 찾던 리사는 그래미상 수상자이자 차트 1위 아티스트 빌리 아일리시와 피니어스 오코넬을 발견한다. 빌리는 리사를 자신의 스튜디오로 초대해 절대 잊지 못할 특별 즉흥 연주를 한다.,5.292,0.0,0.0,심슨 가족: 빌리가 리사를 만났을 때,0.0,/fVl8TLKcFh7tQi3HqA85lXU7RQD.jpg,0.0,,0.0,0.0,/hsFSw39bsrRSgophs13ysTCT5ug.jpg,0.0,False,False,,,65,0,0,0,0,0,0,,2022-04-22
3038,3038,0.0,False,en,0.0,28|53,1.0,Detective Knight: Redemption,0.0,,2023-09-13,0.664,1035803,산타 복장을 한 폭파범이 뉴욕을 잔인하게 테러하는 가운데 감옥에서 구류 중이던 ‘나이트’는 테러리스트를 검거하는 대가로 배지를 돌려받기로 약속한다. 강철 같은 눈으로 정의로운 자에게는 자비를 베풀고 그렇지 못한 자에게는 무자비한 정의의 잣대를 들이미는 ‘나이트’. 과연 정의를 되찾고 모든 것을 되돌릴 수 있을까…,5.351,1.0,1.0,리벤지 나이트,1.0,/f3dYBqmbi1umZwdPGZ99q9iE02s.jpg,1.0,,0.0,1.0,/7W2z7wASYrXVX0EKt3hXwBmNzCL.jpg,1.0,False,False,,2023-09-13,87,0,0,0,0,0,0,2022-12-09,2022-12-09
3039,3039,0.0,False,fr,0.0,35,0.0,Menteur,0.0,,2022-07-13,0.8727,829165,,5.1,0.0,0.0,Menteur,0.0,/w6EAjkucZq2NbmsiCNHm8mMaPyZ.jpg,0.0,,0.0,0.0,/liFThzRGOqmaJ73a0PuyFj1vzhc.jpg,0.0,False,False,,,235,0,0,0,0,0,0,2022-07-13,2022-07-13
3040,3040,0.0,False,en,1.0,10749|35|18,0.0,Anything's Possible,0.0,,2022-07-14,0.8516,787787,"수줍음 많은 고등학교 졸업반 칼은 온라인 게시판에 학교의 냉철한 트랜스젠더 여학생을 좋아한다는 익명의 글을 올리고, 긍정적인 반응을 본 뒤 데이트 신청을 하기로 결심하는데… 정신없이 진행되는 기분 좋은 Z세대의 로맨스!",5.709,0.0,0.0,할 수 있어,0.0,/aLeswI1zxf2xN5iIdcJpqx9XEnX.jpg,0.0,,0.0,0.0,/uc427uPu7q12bT27IkhZ4aPPyjB.jpg,0.0,False,False,,,86,0,0,0,0,0,0,,2022-07-14
3041,3041,0.0,False,de,0.0,878|53|18,1.0,Rubikon,0.0,,2022-07-01,1.1334,793961,"2056년 지구 환경은 임계 상태를 넘어서고 인류의 마지막 우주 정거장 '루비콘'에서는 환경 위기의 해결책을 찾고 있다. 유일한 희망인 조류 공생 시스템을 지구로 가져가기 위해 기업의 명령을 받고 루비콘에 도착한 군인 한나. 한나가 루비콘에 도착하자마자, 지구는 의문의 검은 안개에 뒤덮이고 통신마저 모두 끊기게 된다. 루비콘에 남은 승무원은 한나를 포함해 총 세 명. 이들이 좌절의 나날을 보내던 어느 날, 지구 생존자들이 보낸 연락을 기적적으로 수신하게 되고 한나는 인류를 위해 무모한 구출 작전에 뛰어들어야 하는지 고민에 빠지게 되는데...",5.331,1.0,1.0,루비콘,1.0,/z7iDE2MFwxgaacVniL8OaRYbQhJ.jpg,1.0,,0.0,0.0,/4IJemTO3UP7vuYjqhhfVLQ9yl3w.jpg,1.0,False,False,,,163,0,0,0,0,0,0,,2022-07-01
3042,3042,1.0,False,en,0.0,99,0.0,Stan Lee,0.0,Disney+,2023-06-30,1.0205,717082,"100년의 꿈, 100년의 신화. 스탠 리가 이룬 그 모든 것!",7.132,0.0,0.0,스탠 리,0.0,/f4PYQw81mGG1SX67pM89CVhkwLc.jpg,0.0,2023-06-30,0.0,0.0,/u0HBu7x5cwFe7BN7ANgYK98rgXc.jpg,0.0,False,False,Disney+,2023-06-30,91,0,0,0,0,0,0,,2023-06-15
3043,3043,0.0,False,fr,0.0,53|18|10749,0.0,L'Amour et les Forêts,0.0,,2023-05-24,0.8055,989672,,6.957,0.0,0.0,L'Amour et les Forêts,0.0,/tvlD2ZFGGeTXwbKx49KIxFvJgw7.jpg,0.0,,0.0,0.0,/81xLmjnYHgmumzZJc4z4JCK6tWa.jpg,0.0,False,False,,,334,0,0,0,0,0,0,2023-05-24,
3044,3044,0.0,False,en,0.0,878|28|53|27,0.0,Slash/Back,0.0,,2022-06-24,0.825,934194,,6.298,0.0,0.0,슬래시/백,0.0,/fmmRFQtsRrNOpmcfoxVIyE1LxxT.jpg,0.0,,0.0,0.0,/vruRG9oFSC2QI3F6vLAsj1ND14S.jpg,0.0,False,False,,,94,0,0,0,0,0,0,2022-06-24,2022-10-01
3045,3045,0.0,False,en,0.0,35|27|53,0.0,The Radleys,0.0,,2024-10-04,0.9017,1139713,,5.1,0.0,0.0,The Radleys,0.0,/luQa5iUFp7pagD7jVhYM1FlWnJo.jpg,0.0,,0.0,0.0,/c0O7XhOffGyxJ1UwUis1CkdMNH0.jpg,0.0,False,False,,,93,0,0,0,0,0,0,2024-10-11,2024-10-03
3046,3046,0.0,False,en,0.0,99,0.0,Guillermo del Toro's Pinocchio: Handcarved Cinema,1.0,,2022-12-09,0.9894,1059301,"애니메이터들의 노고와 타임 랩스 촬영이 결합해 황홀한 영상이 탄생했다. 수년에 걸쳐 제작된 특별한 동화가 완성되기까지, 얼마나 많은 예술혼을 작품에 쏟아부었는지 카메라 뒤의 제작 과정을 조명하는 스페셜.",7.5,0.0,0.0,기예르모 델토로의 피노키오: 손끝으로 빚어낸 시네마,0.0,/bgsYXaUmmKXNUePmxxgx99n2cPS.jpg,0.0,2022-12-09,1.0,0.0,/3SCf2FJrlBG2qzKeFWsphRZnMhF.jpg,0.0,False,False,,2022-12-09,63,0,0,0,0,0,0,,2022-12-09
3047,3047,0.0,False,fr,0.0,18,0.0,Tori et Lokita,0.0,,2023-05-10,0.8955,914203,누나와 함께 살고 싶은 토리. 취직을 해서 토리를 학교에 보내고 싶은 로키타. 서로의 보호자가 되기로 결심한 이들의 아름다운 이야기 #지켜주고싶은남매 #토리와로키타,6.837,0.0,1.0,토리와 로키타,0.0,/wzkyMYDmOO30QozhzudKQF5TrxM.jpg,1.0,2023-05-10,0.0,0.0,/7NMVF3Af9wGvH3ceKaDUWuWUAt4.jpg,0.0,False,False,,2023-05-10,92,0,0,0,0,0,0,2022-10-05,2023-05-18
3048,3048,0.0,False,en,0.0,53|10752|27,0.0,Burial,0.0,,2023-03-02,0.9723,715370,"과거 소련의 정보 장교였던 안나의 집에 한 남자가 침입한다. 그는 분노에 찬 표정으로 그녀의 정체를 알고 있음을 밝히며 그날의 진실을 요구하고,  안나는 그에게 과거의 이야기를 들려준다. 제2차 세계대전 당시, 그녀는 벙커에서 발견된 히틀러의 유해를 스탈린에게 극비리에 전달해야 하는 임무를 맡게 되고 그녀를 포함한 소수의 소련 장병들은 목숨을 걸고 임무를 수행한다. 하지만 독일군들은 히틀러의 사망에 대한 사실을 숨기고자 그의 유해 상자를 쟁취하기 위해 공격을 퍼붓고, 안나와 장병들은 그들을 상대하며 유해가 들어있는 상자를 지키기 위해 사투를 벌이는데…",5.393,0.0,0.0,베리얼: 라스트 미션,0.0,/aqq2tkA2zxi7ABnNMHFXzxVaLuJ.jpg,0.0,,0.0,0.0,/x1USUTrTuWqlSgV7268oYj7pJDB.jpg,1.0,False,False,,2023-03-02,56,0,0,0,0,0,0,2022-09-02,2022-09-02
