,Unnamed: 0,disney plus_flatrate,adult,original_language,amazon prime video_flatrate,genre_ids,google play movies_rent,original_title,netflix_flatrate,kr_theater_note,release_date,popularity,id,overview,vote_average,wavve_buy,google play movies_buy,title,wavve_flatrate,poster_path,wavve_rent,kr_digital_date,netflix standard with ads_flatrate,tving_flatrate,backdrop_path,watcha_flatrate,softcore,video,kr_digital_note,kr_theater_date,vote_count,apple tv_flatrate,filmbox+_flatrate,crunchyroll_flatrate,sun nxt_flatrate,mubi_flatrate,movieme_rent,global_theater_date,global_digital_date
3208,3208,0.0,False,pt,0.0,18|878,0.0,Medida Provisória,0.0,,2022-04-14,0.5944,614282,,6.907,0.0,0.0,Medida Provisória,0.0,/oLfjccUqxsAG7pbCgs5rC6SEUWr.jpg,0.0,,0.0,0.0,/oaUqqVD8vbaYcwZfpRdkFKFxerz.jpg,0.0,False,False,,,118,0,0,0,0,0,0,2022-04-14,2022-07-18
3209,3209,0.0,False,es,0.0,18|35,0.0,La gran seducción,1.0,,2023-08-30,0.7495,1159086,"이 기분 좋은 코미디에서, 해안 공동체는 동지애라는 궁극적인 행위로 함께 모입니다. 그들은 집단적으로 내일이 없는 것처럼 거짓말을 합니다.",6.748,0.0,0.0,더 그레이트 시덕션,0.0,/17VmLlO81QJPGlnAJxZKRwSKhDW.jpg,0.0,,1.0,0.0,/podkWKzmlGnZb5N8zet5IHni0Hh.jpg,0.0,False,False,,,109,0,0,0,0,0,0,,2023-08-30
3210,3210,0.0,False,en,0.0,99|80|36,0.0,The Martha Mitchell Effect,1.0,,2022-01-20,0.6046,914268,워터게이트 사건 당시 공개적으로 입을 열었던 한 장관 부인. 그리고 가스라이팅으로 그녀를 침묵시키려 했던 닉슨 행정부. 그 양측의 이야기를 집중 조명하는 다큐멘터리.,6.4,0.0,0.0,마사 미첼 이펙트,0.0,/gbv5THLM8FbvnPXUiRZQHdEiW6n.jpg,0.0,,1.0,0.0,/hV4akPPOYqyNPJKLFfzn0aX9iga.jpg,0.0,False,False,,,74,0,0,0,0,0,0,,2022-06-17
3211,3211,0.0,False,en,0.0,27|53,0.0,The Sacrifice Game,0.0,,2023-12-07,0.7276,973471,학교에서 방학을 보내던 사만사와 클라라가 크리스마스 이브에 살인자들의 습격을 받게 되는 내용의 공포영화,5.847,0.0,0.0,더 새크러파이스 게임,0.0,/6w9Wphe5O5zySyoGxlYJ5irwh4f.jpg,0.0,,0.0,0.0,/qwQCMlF4QI7XqHCBmkDW28Q1ZUP.jpg,0.0,False,False,,,85,0,0,0,0,0,0,2023-12-07,2023-12-08
3212,3212,0.0,False,es,1.0,80|18|53,0.0,Nahir,0.0,,2024-05-22,1.0452,1234783,,4.318,0.0,0.0,Nahir,0.0,/3lCerAA6lArxaVskPqR586GJqB5.jpg,0.0,,0.0,0.0,/gyReyZ09en6XIm4Xzo5ESMxeyuu.jpg,0.0,False,False,,,119,0,0,0,0,0,0,,2024-05-22
3213,3213,0.0,False,en,0.0,27|53,0.0,Whisper,0.0,,2022-01-23,0.5967,928773,,6.4,0.0,0.0,Whisper,0.0,/3zunvPLgM9qGFr8ob2BpaKSuAJI.jpg,0.0,,0.0,0.0,/t0qAnq1iOno3Z926Fc1OeKk43Qu.jpg,0.0,False,False,,,61,0,0,0,0,0,0,,2022-06-23
3214,3214,0.0,False,fr,0.0,18|36,0.0,"Simone, le voyage du siècle",0.0,,2022-10-12,0.9229,740937,,7.892,0.0,0.0,"Simone, le voyage du siècle",0.0,/lhPz5QuVvA220M7ZqTbShmb5Pxl.jpg,0.0,,0.0,0.0,/p30hhjHTRFA08f3Bo3GENQCu6ST.jpg,0.0,False,False,,,381,0,0,0,0,0,0,2022-10-12,2023-05-12
3215,3215,0.0,False,fr,0.0,18,0.0,Connemara,0.0,,2025-09-10,0.5926,979976,,5.491,0.0,0.0,Connemara,0.0,/yVRU95J5NAZbkjRiUi6eszrO1y0.jpg,0.0,,0.0,0.0,/jSckaXkMzS3Sei5SKN3ycQ1Gj5s.jpg,0.0,False,False,,,54,0,0,0,0,0,0,2025-09-10,2026-03-21
3216,3216,0.0,False,en,1.0,99,0.0,Federer: Twelve Final Days,0.0,,2024-06-10,0.825,1247031,"원래는 대중에게 공개할 계획이 없었던 홈 비디오였지만, 로저 페더러의 전설적인 테니스 커리어의 마지막 장을 담은 이 영화에는 로저와 그의 가족, 그리고 그의 주요 라이벌 세 명이 등장합니다: 라파엘 나달, 노박 조코비치, 앤디 머레이가 등장합니다.",7.414,0.0,0.0,페더러: 마지막 12일,0.0,/kunqcryDeYZxBg4ESat2We5qRtD.jpg,0.0,,0.0,0.0,/sIwhdAN3sqk3oK1fUORqbrG4aEn.jpg,0.0,False,False,,,70,0,0,0,0,0,0,2024-06-10,2024-06-13
3217,3217,0.0,False,en,0.0,9648|35,0.0,Nandor Fodor and the Talking Mongoose,0.0,,2023-09-01,1.1616,979287,,5.441,0.0,0.0,Nandor Fodor and the Talking Mongoose,0.0,/pnvmMHuMrdWkSC3Y1PtIxOXILNQ.jpg,0.0,,0.0,0.0,/bCBxtsw9ijVY0ETAtAyOANK3sKi.jpg,0.0,False,False,,,51,0,0,0,0,0,0,2023-09-01,2023-09-01
3218,3218,0.0,False,en,0.0,27|53,0.0,The Legend of La Llorona,0.0,,2022-12-30,0.5834,631947,"변화를 위해 특별히 멕시코로 휴가를 떠난 칼리 가족. 하지만 그들이 머무는 곳에 밤마다 아이들이 종종 사라진다. 아이를 데려간다는 멕시코의 전설적인 귀신 요로나, 그녀의 저주가 점차 다가오기 시작하고 결국 칼리의 아들 대니가 요로나에게 납치당해 행방불명된다. 사라진 아들을 찾기 위해 칼리 부부는 요로나에 맞서기로 하는데…  과연 그들은 요로나의 저주로부터 벗어날 수 있을 것인가?",5.8,0.0,0.0,요로나: 끝나지 않은 저주,0.0,/seAK7B5ZuWhQ1h6CtWEhXsMPcTM.jpg,0.0,,0.0,0.0,/tzDJjHxoXSWNkryEmdRo1AQhpPr.jpg,1.0,False,False,,2022-12-30,114,0,0,0,0,0,0,2022-09-29,2022-01-11
3219,3219,0.0,False,fr,0.0,53|18,0.0,Goliath,0.0,,2022-03-09,0.5993,884971,,6.824,0.0,0.0,Goliath,0.0,/7lk068aWyOynhZU3jooaZnjFxa8.jpg,0.0,,0.0,0.0,/hHwWcz2tcZXbGekTjAEd5xKbHd4.jpg,0.0,False,False,,,404,0,0,0,0,0,0,2022-03-09,2022-07-08
3220,3220,0.0,False,fr,0.0,10751|18|36,0.0,Le Temps des secrets,0.0,,2022-03-23,0.5684,728878,,6.0,0.0,0.0,Le Temps des secrets,0.0,/o77s2I2uPKPGVm0Gve4Gcvr3UbM.jpg,0.0,,0.0,0.0,/6vWg9qltBwuI9RRanffSPNuxlzG.jpg,0.0,False,False,,,51,0,0,0,0,0,0,2022-03-23,2022-07-23
3221,3221,0.0,False,da,0.0,35,0.0,Bytte bytte baby,1.0,,2023-10-06,0.693,1079201,"임신부 두 명이 임신부 진료소에서 실수로 난자를 교환했다는 사실을 알게 되면, 그들은 실수와 서로에 대한 경멸을 극복해야 합니다.",7.061,0.0,0.0,메이비 베이비,0.0,/kdq4Xl7m33BTDY4IDaIgcEn8Jnq.jpg,0.0,2023-10-06,1.0,0.0,/3AxTgDxsKQniEyvYcU4KutrNn0s.jpg,0.0,False,False,,2023-10-06,57,0,0,0,0,0,0,2023-03-16,2023-03-16
3222,3222,0.0,False,es,0.0,18|36,0.0,Un hombre de acción,1.0,Netflix,2022-11-30,0.6768,945897,무정부주의자 루시오 우르투비아의 생애를 모티브로 만든 드라마 영화. 루시오는 세계 굴지의 대형 은행 중 하나를 표적으로 삼아 교묘한 위조 화폐 작전을 펼친다.,6.4,0.0,0.0,맨 오브 액션,0.0,/2sZAwJI7hPIXwQKp95RFXhCm619.jpg,0.0,2022-11-30,1.0,0.0,/4tsZ4rWTUyFROVaFXMMBPQIJ940.jpg,0.0,False,False,Netflix,2022-11-30,125,0,0,0,0,0,0,,2022-11-30
3223,3223,0.0,False,en,0.0,28,0.0,Lord of the Streets,0.0,,2022-04-22,0.6881,965839,,5.065,0.0,0.0,Lord of the Streets,0.0,/n9YWVQRc0zw0nwrFcOkOpffZxjc.jpg,0.0,,0.0,0.0,/g8Yytnby0hIPft5l56mgJtZyR1k.jpg,0.0,False,False,,,69,0,0,0,0,0,0,,2022-04-22
3224,3224,0.0,False,fr,0.0,35|18,0.0,Les Barbares,0.0,Diaspora Film Festival,2025-05-17,0.5639,1001736,프랑스 북서부 브르타뉴에 위치한 작은 도시 팡퐁은 의회 의결을 통해 우크라이나 난민을 받기로 한다. 그런데 우크라이나 난민들이 ‘난민 시장’에서 인기가 많아 시리아 난민인 파야드의 가족이 팡퐁으로 오게 된다. 가까운 유럽 문화권 출신이 아닌 무슬림 난민과 어울려야 하는 상황에 실망한 일부 주민은 편견과 혐오를 드러낸다. 교사인 조엘은 난민 포용을 위해 가장 적극적으로 나서며 주민들의 인종차별적인 인식을 바꾸기 위해 애쓴다. 파야드 가족 또한 새로운 공동체의 일원이 되기 위해 노력한다. 파야드 부부는 주민의 일방적인 원조에 안주하지 않고 돈을 벌기 위해 작은 일자리라도 찾는다.,6.116,0.0,0.0,야만인들,0.0,/xGacUz5IkYrRtp6MEiiy3hKOte.jpg,0.0,,0.0,0.0,/pfslsIEGkNNkm88N4O0z8cNUH8a.jpg,0.0,False,False,,2025-05-17,73,0,0,0,0,0,0,2024-09-18,2025-01-15
3225,3225,0.0,False,en,0.0,16|99,0.0,Grand Theft Hamlet,0.0,DMZ International Documentary Film Festival,2024-09-27,0.6351,1234397,〈그랜드 테프트 오토의 햄릿〉은 유명 비디오 게임 ‘GTA(Grand Theft Auto)'의 세계 안에서 촬영한 다큐멘터리다. 이 다큐멘터리는 실직한 두 배우가 악명 높은 폭력의 디지털 세계 속에서 셰익스피어의 '햄릿'을 완전한 형태로 공연하려는 우스꽝스럽지만 깊은 감동을 주는 이야기를 담고 있다.,6.567,0.0,0.0,그랜드 테프트 오토의 햄릿,0.0,/61pws82KZEssg883HG3kwN16cRw.jpg,0.0,,0.0,0.0,/6QZqB7AjfOaL9WGhu4ZXjGKeRxI.jpg,0.0,False,False,,2024-09-27,60,0,0,0,0,1,0,2024-12-06,2025-02-21
3226,3226,0.0,False,no,0.0,27|53,0.0,Leave,0.0,,2022-10-28,0.6618,983526,,5.621,0.0,0.0,Leave,0.0,/908fS4q4oxEot5SgDDcwFnKMNxk.jpg,0.0,,0.0,0.0,/elH2ZWRHOKpjUNHROvpTCZIvuO7.jpg,0.0,False,False,,,87,0,0,0,0,0,0,2022-10-28,2023-03-17
3227,3227,0.0,False,pl,0.0,10751|35,0.0,Za duży na bajki,1.0,Netflix,2022-07-18,0.6612,939475,응석받이로 자란 컴퓨터 게임광 발디. 다가오는 토너먼트 대회에 나갈 꿈에 부풀어 있다. 하지만 엄마가 병에 걸리고 괴짜 이모할머니가 오면서 인생의 우선순위를 재고하지 않을 수 없다.,6.301,0.0,0.0,동화 보기엔 너무 커버린,0.0,/er31inZjWtqTrxQyAjW0FHXVblr.jpg,0.0,2022-07-18,1.0,0.0,/xRnbubdWl5M6V3YnHpPWD8HAzUE.jpg,0.0,False,False,Netflix,2022-07-18,88,0,0,0,0,0,0,2022-03-18,2022-07-18
3228,3228,0.0,False,fr,0.0,36,0.0,L'Abbé Pierre : Une vie de combats,0.0,,2023-11-08,0.5983,944117,,6.598,0.0,0.0,L'Abbé Pierre : Une vie de combats,0.0,/6LjskUOqWCVN7GTFn6stARLzoyf.jpg,0.0,,0.0,0.0,/vmkNxulNnCYvEUcYGbok6T5mBne.jpg,0.0,False,False,,,97,0,0,0,0,0,0,2023-11-08,
3229,3229,0.0,False,es,0.0,18|12,0.0,Los reyes del mundo,0.0,,2022-10-13,0.594,848112,,7.593,0.0,0.0,Los reyes del mundo,0.0,/yk2zKkkSfq3ZbO6UOFBWLXfeIgN.jpg,0.0,,0.0,0.0,/rkUAAoBXsqlegp8bLTLZSIsRZbg.jpg,0.0,False,False,,,86,0,0,0,0,0,0,2022-10-13,
3230,3230,0.0,False,fr,0.0,36|18,0.0,Flo,0.0,,2023-11-01,0.5424,966086,,6.0,0.0,0.0,Flo,0.0,/qubYjXgPN4vbnONUNQLCMtVC8Vg.jpg,0.0,,0.0,0.0,/6A5nbOMEHaUQaP2UjcMVZnUyl1u.jpg,0.0,False,False,,,51,0,0,0,0,0,0,2023-11-01,2024-11-27
3231,3231,0.0,False,en,0.0,99,0.0,Trainwreck: The Real Project X,1.0,Netflix,2025-07-08,0.635,1477565,어느 십 대의 페이스북 생일 초대장이 어쩌다 입소문을 타며 걷잡을 수 없는 만취 소동으로 이어진다. 평화롭던 네덜란드의 작은 마을을 뒤흔든 충격적인 실화를 담은 다큐멘터리.,5.96,0.0,0.0,난장판이 된 사건사고: 현실판 프로젝트 X,0.0,/aJHBlUqpp8uzpb9GSLBKE214Uuk.jpg,0.0,2025-07-08,1.0,0.0,/rZhenUlFlwwoLTyVRUV1kFVV0c6.jpg,0.0,False,False,Netflix,2025-07-08,63,0,0,0,0,0,0,,2025-07-07
3232,3232,0.0,False,ko,0.0,35|10751|16,0.0,라바 펜던트,1.0,,2022-05-25,0.7663,973608,"허당 친구 레드와 옐로우의 갈팡질팡 좌충우돌 도시 모험기가 펼쳐진다.  <라바 아일랜드>, <라바 아일랜드 무비>의 속편으로 제작된 엉뚱발랄한 단편 영화.",7.3,0.0,0.0,라바 펜던트,0.0,/zDG3Jx9mCHm0da3Vmp0rJPWsYnl.jpg,0.0,2022-05-25,1.0,0.0,/4bEL2GEAe5QLzGNT109hLMBgIrM.jpg,0.0,False,False,,2022-05-25,83,0,0,0,0,0,0,,2022-05-25
3233,3233,0.0,False,en,0.0,80|99,0.0,Capturing the Killer Nurse,1.0,,2022-11-11,0.8215,1018647,환자들을 죽여 온 ICU 간호사 찰스 컬런. 그는 어떻게 의심의 눈길을 피해 범죄를 저지를 수 있었을까. 당시 수사관들이 치밀한 수사 과정을 낱낱이 공개한다.,6.487,0.0,0.0,살인 간호사를 잡아라,0.0,/384EXJadmQGmNMfB9nrGSBhCupO.jpg,0.0,,1.0,0.0,/buwTFD7YJY5FhbOcwtUhhouKzwg.jpg,0.0,False,False,,,76,0,0,0,0,0,0,,2022-11-11
3234,3234,0.0,False,it,1.0,35|10749|18,0.0,L'estate più calda,0.0,,2023-07-06,0.4464,1052947,,5.238,0.0,0.0,L'estate più calda,0.0,/w9kOKoxu0Ua3922kQHG7hHwN6Yf.jpg,0.0,,0.0,0.0,/kRax57SJSgiMQF6cQaLVy6tMjH7.jpg,0.0,False,False,,,80,0,0,0,0,0,0,,2023-07-06
3235,3235,0.0,False,es,0.0,53|27,0.0,Ecos de un crimen,0.0,,2022-01-27,0.5406,842052,,6.2,0.0,0.0,Ecos de un crimen,0.0,/1ilviUUwqRzWDgOYqjZTmlUFbxR.jpg,0.0,,0.0,0.0,/1Xrsu5g27B07H1YysaNNnFb5nxl.jpg,0.0,False,False,,,50,0,0,0,0,0,0,2022-01-27,2022-03-18
3236,3236,0.0,False,en,0.0,12|10751|27|14|9648,0.0,Spirit Halloween: The Movie,0.0,,2022-09-30,0.7078,961427,,5.713,0.0,0.0,Spirit Halloween: The Movie,0.0,/akWDID6zfsWHJhGCAAcbwbytU55.jpg,0.0,,0.0,0.0,/9OBBg24zN26R3xdroLNVK5EY68n.jpg,0.0,False,False,,,94,0,0,0,0,0,0,2022-09-30,2022-12-21
3237,3237,0.0,False,it,0.0,35|10749|80|18,0.0,La cena perfetta,0.0,,2022-04-26,0.5853,838876,,6.8,0.0,0.0,La cena perfetta,0.0,/neTgFAKHUWnbWu5cEjnrNNzFBZN.jpg,0.0,,0.0,0.0,/sLtDm93tjmCOKGdw5BBshAxlV7F.jpg,0.0,False,False,,,190,0,0,0,0,0,0,2022-10-20,
3238,3238,0.0,False,fr,0.0,18,1.0,À la belle étoile,0.0,,2023-05-24,0.6736,975762,"불우한 가정 환경으로 위탁 가정에서 자라게 된 소년 야지드. 소년은 인생의 유일한 낙이자 행복으로 페이스트리 셰프가 되는 것을 꿈꾼다. 이후 자신의 꿈을 이루기 위해 페이스트리로 유명한 대궁전 소속 메인 셰프의 추천장 사인을 위조해 들어가지만, 얼마 가지 못해 위조 사실을 들키게 되고 쫓겨날 위험에 처한다. 위기를 간신히 넘긴 그는 세계 최고의 페이스트리 셰프가 되기 위해 국제적인 디저트 경연에 나가게 되는데... 과연 야지드는 자신의 유일한 희망을 이뤄낼 수 있을까? 아득했던 꿈을 현실로 만든, 별처럼 아름다운 이야기!",6.614,0.0,1.0,슈가 앤 스타,0.0,/8qwdFdrHbALOJtC1jdkU487V9T0.jpg,1.0,,0.0,1.0,/mzIMCqi7erjyFmQJ0ITq9QntDUN.jpg,1.0,False,False,,2023-05-24,83,0,0,0,0,0,0,2023-02-22,2023-07-18
3239,3239,0.0,False,fr,0.0,35|10749,0.0,À toute allure,0.0,,2024-11-06,0.623,1096638,,5.438,0.0,0.0,À toute allure,0.0,/jJeu1kSwZ2iVQ3dEZ4FeWBYZMzQ.jpg,0.0,,0.0,0.0,/kTfSYAxmdUjEI7mUzM2eZ910Puo.jpg,0.0,False,False,,,56,0,0,0,0,0,0,2024-11-06,2025-02-05
3240,3240,0.0,False,fr,0.0,99,0.0,Dahomey,0.0,Busan International Film Festival,2024-10-03,0.5559,1101256,"프랑스에서 반환된 다호메이 왕국의 26개 보물이 본국 베냉으로 돌아온다. 하지만 이 보물들은 박물관에 전시되어야 할까, 아니면 원래의 종교적·문화적 기능을 되찾아야 할까? 아보메이 칼라비 대학 학생들 사이에서 이 문제를 두고 격렬한 논쟁이 벌어진다. 다큐멘터리는 역사적 유산의 의미를 탐구하며, 과거와 현재가 교차하는 시적인 시선으로 다호메이 왕국의 영혼을 담아낸다.",6.6,0.0,0.0,다호메이,0.0,/hVoVvyCrTmwC5eyDeM6ecMJDrDr.jpg,0.0,,0.0,0.0,/gtIr9Cy7yIdgzVJdBSnaf2AgzlV.jpg,0.0,False,False,,2024-10-03,70,0,0,0,0,1,0,2024-09-11,2024-12-13
3241,3241,0.0,False,bn,0.0,18|36|10752,0.0,মুজিব: একটি জাতির রূপকার,0.0,,2023-10-27,0.6554,680133,,6.5,0.0,0.0,মুজিব: একটি জাতির রূপকার,0.0,/wHWtGauBRQ6x1634kGlgzOiyzyL.jpg,0.0,,0.0,0.0,/uRizG2pUwHNjmTLrUvqdi3pWK1n.jpg,0.0,False,False,,,63,0,0,0,0,0,0,2023-10-27,
3242,3242,0.0,False,en,0.0,12|28,0.0,The Three Musketeers,0.0,,2023-03-23,0.7332,1073140,다르타냥과 삼총사가 정의를 위해 추기경에 맞서 싸우며 왕을 지키는 과정을 그린 영화,5.16,0.0,0.0,삼총사,0.0,/nS0RpKHZFBGjOn59xk3nIlkSN7K.jpg,0.0,,0.0,0.0,/kimOxP3GbrkhxNKG0wW5P9DQP5C.jpg,0.0,False,False,,,94,0,0,0,0,0,0,2023-03-23,2023-03-13
3243,3243,0.0,False,fr,0.0,18|36|12,0.0,Saint-Ex,0.0,,2024-12-11,1.0693,1056652,,5.2,0.0,0.0,Saint-Ex,0.0,/s2STZqQ62ZijstPv2rixwjyaX9R.jpg,0.0,,0.0,0.0,/r590153cTG9217X5Qw161Z7UXbW.jpg,0.0,False,False,,,76,0,0,0,0,0,0,2024-12-11,2025-04-16
3244,3244,0.0,False,en,0.0,18|35|27,0.0,Flux Gourmet,0.0,,2022-06-24,0.7935,848818,"시골의 한적한 마을에 위치한 고풍스러운 건물에 ‘소닉 케이터링’이라는 이상한 예술가 그룹이 거주하고 있다. 음식을 만들 때 나오는 여러 가지 소리를 취합해 일종의 예술적인 퍼포먼스를 펼치는 이 그룹은, 총 3명으로 구성되어 있다. 자신의 예술적 신념을 누구와도 타협하지 않는 엘르, 그런 그녀에게 항상 휘둘려 다니는 라미나, 그리고 공연에 필요한 여러 잡다한 일을 맡고 있는 남자 빌리. 하지만 깐깐하기만 한 엘르가 그룹의 창시자인 잰의 의견을 사사건건 무시하게 되고, 거기에 ‘소닉 케이터링’의 모든 것을 기록하는 저널리스트 스톤즈까지 연루되면서 이들의 예술적 여정은 난관에 부딪히게 된다.",5.557,0.0,0.0,플럭스 고메,0.0,/4BKicqOOqhEkrP3CRwp6dLFaMqf.jpg,0.0,,0.0,0.0,/5nsS8KmpSLGiPvjGlBkOAhvDIPm.jpg,0.0,False,False,,,61,0,0,0,0,1,0,2022-06-24,2022-06-24
3245,3245,0.0,False,es,0.0,35|18,0.0,Votemos,0.0,,2025-06-12,0.7716,1380651,,6.477,0.0,0.0,Votemos,0.0,/rVYEP9R8fBe6sxrqc3gP1cAehYZ.jpg,0.0,,0.0,0.0,/dumTOViXdC1B4E7ss2qw9bwa2r2.jpg,0.0,False,False,,,88,0,0,0,0,0,0,2025-06-12,
3246,3246,0.0,False,en,0.0,27,0.0,Spoonful of Sugar,0.0,,2022-09-24,0.7786,1015081,중증 알레르기가 있는 어린이에 관한 논문을 작성하던 밀리센트는 태양 아래 모든 알레르기를 앓고 있는 병약하고 벙어리인 조니를 돌보기 위해 고용됩니다. 조니의 어두운 가족 비밀을 알게 되면서 상황이 꼬이기 시작합니다.,5.2,0.0,0.0,스푼풀 오브 슈가,0.0,/q4cLHdAJCHqAWIIplCHEyG6JgrR.jpg,0.0,,0.0,0.0,/bb3kb40953xIrYNzAcKIrvVW7pi.jpg,0.0,False,False,,,64,0,0,0,0,0,0,,2023-03-02
3247,3247,0.0,False,it,0.0,10749|35|18,0.0,Era ora,1.0,,2023-03-16,0.9392,881462,"늘 바쁘고 시간에 쫓기는 일 중독자에게 어느 날 믿을 수 없는 일이 벌어진다. 몇 시간마다 1년의 세월이 훌쩍 지나가 버리는 것. 인생의 속도, 이젠 늦추고 싶다! 시간을 뛰어넘는 드라메디.",6.708,0.0,0.0,시간은 충분해,0.0,/gGtzr9huoZFm0SoQmXYAAcwO4ty.jpg,0.0,,1.0,0.0,/jOqGCRHZ2Hea2mPH2IOkMabmdw5.jpg,0.0,False,False,,,363,0,0,0,0,0,0,2023-03-16,2023-03-16
3248,3248,1.0,False,en,0.0,16|10751|14,0.0,Self,0.0,Disney+,2024-02-02,0.8735,1221396,세상에 속하길 간절히 바라는 한 나무 인형이 별에게 이뤄질 수 없는 소원을 빌고 스스로를 찾아가는 여정을 떠난다. 또 래와 어울리려다 역경을 겪게 된 인형은 정체성과 소속에 관한 자신의 생각을 시험하게 된다.,6.088,0.0,0.0,셀프,0.0,/jrbBVDmC4lTquL5NvNbom9RAzbx.jpg,0.0,2024-02-02,0.0,0.0,/A3Vlvhhu2IxKXnv5EXAczuNWCys.jpg,0.0,False,False,Disney+,2024-02-02,51,0,0,0,0,0,0,,2024-02-01
3249,3249,0.0,False,de,0.0,14|12|28,0.0,Hagen - Im Tal der Nibelungen,0.0,,2024-10-17,0.7983,1209130,"고대 부르군트 왕국의 무기 수호관 하겐 폰 트론예는 왕실을 지키는 충직한 전사다. 그러나 그는 은밀히 왕녀 크리무힐트를 사랑하며, 마음과 의무 사이에서 갈등한다. 전설적 영웅 지크프리트가 왕국에 나타나면서 하겐의 세계는 흔들리기 시작한다. 왕과 왕비, 그리고 강력한 여전사 브룬힐트까지 얽힌 정치적 동맹과 권력 다툼 속에서 하겐은 자신이 지켜야 할 것이 무엇인지 선택해야 한다. 사랑을 버릴 것인가, 왕국을 배신할 것인가. 그의 결단은 곧 왕국의 운명을 결정짓는다.",6.2,0.0,0.0,하겐,0.0,/eQ1nTnV6neOhBeDJj87IUHDLwb0.jpg,0.0,,0.0,0.0,/aUdyvwegfuZiEYKs2c05cPCRxEZ.jpg,0.0,False,False,,,53,0,0,0,0,0,0,2024-10-17,
3250,3250,0.0,False,en,0.0,53|80|18,0.0,He Went That Way,0.0,,2024-01-05,0.856,836972,젊은 수련자는 1930년대 오스트리아에서 미망인 해군 장교의 일곱 자녀의 가정교사가 되기 위해 수녀원으로부터 파견됩니다.,5.602,0.0,0.0,히 웬트 댓 웨이,0.0,/ii1DVzyj9uJOF9qBrnHCT6nAxUw.jpg,0.0,,0.0,0.0,/iENuTaWvI2e7KEuKnTxxBhZwF3x.jpg,0.0,False,False,,,64,0,0,0,0,0,0,2024-02-01,2024-01-05
3251,3251,0.0,False,en,0.0,80|53|10402|9648|27,0.0,Dead Mail,0.0,,2024-03-09,0.5802,1229915,"""당신의 우편함에 도착한 악몽""
 1980년대 중서부의 한적한 도로. 쇠사슬에 묶인 한 남자가 피로 얼룩진 도움 요청서를 우편함에 밀어넣는다. 이 미스터리한 편지는 지역 우체국의 '사망 우편' 조사관 재스퍼의 책상 위에 도착한다. 평소처럼 조용히 업무를 수행하던 재스퍼는 이 편지에 숨겨진 진실을 파헤치기 시작한다.
 한편, 신시사이저 엔지니어 조쉬는 음악 장비 전시회에서 만난 트렌트와 협업을 시작한다. 하지만 트렌트의 집착은 점점 위험한 방향으로 치닫고, 조쉬는 예상치 못한 상황에 휘말리게 된다.
 재스퍼는 이 피 묻은 편지의 진실을 밝히기 위해 고군분투하지만, 그가 마주한 진실은 상상 이상으로 충격적이다. 과연 그는 이 미스터리를 해결할 수 있을까...",5.53,0.0,0.0,데드 메일,0.0,/mZultpdnzuCDAouwDs5ZYdkGGgT.jpg,0.0,,0.0,0.0,/hZqRxcFLeVfahDZcqCKOLftTxwm.jpg,0.0,False,False,,,50,0,0,0,0,0,0,,2025-04-18
3252,3252,0.0,False,es,0.0,35|10751|878|18,0.0,¡Salta!,0.0,,2023-09-01,0.8243,1109146,"어머니 엘레나가 시간 실험 중 실종이 되고, 테오가 어머니가 사라진 웜홀을 통해 미래로의 시간여행을 하게 됩니다. 미래로 간 테오는 형이자 성인이 된 오스카를 만나게 되는데, 과거 사건을 공유하며 시차를 극복하고 감정 회복을 하게 됩니다.",7.151,0.0,0.0,시간 여행하기,0.0,/r0Vi8FA4o5fxVG76WQF3WxKmgjR.jpg,0.0,,0.0,0.0,/bvR4HcVVpZBtChDPJeGHOoiHGuR.jpg,0.0,False,False,,,53,0,0,0,0,0,0,2023-09-01,2025-02-13
3253,3253,0.0,False,it,0.0,27|9648|53,0.0,Piove,0.0,Jeonju International Film Festival,2023-04-29,0.6094,848483,"최근 로마에서는 비정상적인 광경이 벌어진다. 비가 오면 어디에서 발생한 것인지 성분을 알 수 없는 증기가 맨홀에서 자욱하게 뿜어져 나온다. 이 미스터리한 물질을 들이마시면 자신을 억누르는 것, 자신의 어두운 본성, 분노를 직면해야 한다. 이 사실을 아무도 모른다. 모렐 가족도 모른다.",6.25,0.0,0.0,공포의 비,0.0,/ebXBf5FTdk8Hr86coAVDEVeSh8s.jpg,0.0,,0.0,0.0,/AjsSfGkoam43KR6Jg01wnT4cN1q.jpg,0.0,False,False,,2023-04-29,70,0,0,0,0,0,0,2022-10-21,
3254,3254,0.0,False,en,0.0,53|28|27,0.0,The OctoGames,0.0,,2022-10-07,0.8002,1028703,,5.37,0.0,0.0,The OctoGames,0.0,/qGz5rffXhegQH5PGUDiObqoOt06.jpg,0.0,,0.0,0.0,/uFvYlyWN24gxkDIaWEmMuQMYbqB.jpg,0.0,False,False,,,131,0,0,0,0,0,0,,2022-10-07
